unit,duration,partner,age,geo\time	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 
NR,N_GE4,DOM,Y55-64,CH	: 	65513 u	79194 u	77670 u	78277 u	95701 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOM,Y55-64,CY	10572 e	9018 e	11574 e	8831 e	4075 e	6592 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOM,Y55-64,CZ	338873 	377118 	342749 	459567 	365352 	308363 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOM,Y55-64,DE	1976733 	1692139 	1961610 	1714490 	2012605 	1856468 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOM,Y55-64,DK	: 	137832 	136771 	177882 	123132 	141411 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOM,Y55-64,EE	: c	: c	15318 	11737 	19579 	15371 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOM,Y55-64,EL	379697 	336694 	339292 	335751 	314831 	300077 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOM,Y55-64,ES	1732324 	1791687 	1722788 b	1625785 	1684809 	1591878 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOM,Y55-64,FI	217084 	207107 	236574 	225570 	249024 	275208 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOM,Y55-64,FR	2764684 	3538288 	3817956 	3800587 	3658463 	3965250 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOM,Y55-64,HR	104820 	118061 	85681 b	123475 	74428 	75609 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOM,Y55-64,HU	: 	249128 	273943 	328192 	277939 	271881 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOM,Y55-64,IE	32293 	31092 	39573 	24244 	33864 	27098 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOM,Y55-64,IT	1754481 	1728169 	1761779 	1488800 b	1987723 	1760712 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOM,Y55-64,LT	15430 	14987 	18091 	18841 	17767 	17035 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOM,Y55-64,LU	: 	0 u	0 u	0 u	0 u	127 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOM,Y55-64,LV	16677 	15956 	13577 	11368 	10199 	17772 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOM,Y55-64,ME	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOM,Y55-64,MT	: c	: c	1895 	1957 	1033 	2080 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOM,Y55-64,NL	314416 	392709 	386574 	357760 	358697 	337681 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOM,Y55-64,NO	120369 	118184 	: 	: 	87970 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOM,Y55-64,PL	1226191 	1193829 	1113775 	1017740 	1040000 	1210000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOM,Y55-64,PT	274188 	250018 	272463 	231982 	277407 	263700 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOM,Y55-64,RO	162897 	160475 	212446 	191764 	185571 	188588 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOM,Y55-64,SE	139201 	94752 	104845 	113840 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOM,Y55-64,SI	27663 	27266 	20487 u	27175 e	25241 e	33435 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOM,Y55-64,SK	152762 	149392 	87874 	83937 	185264 b	110865 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOM,Y55-64,UK	: 	1463110 	1034800 	1669100 	1604300 	2216000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOM,Y_GE15,AT	646557 	642194 	624575 	636346 	593633 	698287 	685542 	658765 	739988 	743930 	716520 	1325560 	726598 	1118051 	1133661 	677983 	833032 	702818 	777047 	741000 	: 	734900 	: 	: 
NR,N_GE4,DOM,Y_GE15,BE	257208 b	203247 	228940 	197892 	266905 	343546 	394154 	313757 	435413 	457844 	427964 	487911 	518871 	518015 	489771 	488925 	463590 	: 	505055 	695879 	: 	935280 	: 	: 
NR,N_GE4,DOM,Y_GE15,BG	1304174 	1078620 	1115359 	930776 	759641 	584725 b	866268 e	876582 e	1203690 e	876070 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOM,Y_GE15,CH	: 	527247 	498831 	569435 	560674 	651956 	909783 	703414 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOM,Y_GE15,CY	91630 e	89838 e	112813 e	74036 e	50593 e	58471 e	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOM,Y_GE15,CZ	2376596 	2398127 	2301395 	2662139 	2189055 	2070049 	2067227 	2868802 	2639661 e	2172292 e	2281743 	2160755 	2391652 	2305438 	2143346 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOM,Y_GE15,DE	9504661 	10504640 	11094446 	11183170 	11048381 	11361778 	15231192 	15359041 	18550073 e	16043431 	15134393 	17361471 	18161284 	13916000 	13873000 	14433000 	18882000 	17178000 	15500000 	15100000 	16300000 	: 	: 	: 
NR,N_GE4,DOM,Y_GE15,DK	: 	923884 	924695 	957745 	891083 	803066 	696344 	473343 	461394 	466699 	430002 	430002 	627537 	595857 	796900 	671600 	660100 	773600 	666900 	741400 	688000 	848000 	: 	: 
NR,N_GE4,DOM,Y_GE15,EE	127360 	121855 	103633 	120109 	112883 	119348 b	: u	: u	96101 	69100 	82991 	71093 	117125 	108075 	107367 	146470 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOM,Y_GE15,EL	2599499 	2236298 	2341046 	2593563 	2189625 	2360851 	2518202 	2678363 	3507791 	3480200 	3540678 	3662561 	3891239 	2914272 	3580232 	3493978 	3576705 	3902649 	3575687 	4900107 	5485220 	6445795 	3116995 	3116995 
NR,N_GE4,DOM,Y_GE15,ES	12550496 	13080229 	12528112 b	11193125 	11624720 	11155393 	11687490 	10875158 	12138226 	12574601 	12687145 	13011626 	11616470 	9681454 	15634136 	15624994 	15730621 	25108192 	19654295 	: 	: 	: 	: 	: 
NR,N_GE4,DOM,Y_GE15,EU27	: 	: 	: 	: 	: 	: 	104426687 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOM,Y_GE15,EU28	: 	: 	: 	: 	: 	: 	105196392 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOM,Y_GE15,FI	1196069 	1260701 	1337733 	1325117 	1273499 	1310023 b	1176000 	1152000 	1136000 	1135000 	1259000 	1067000 	1170000 	1182000 	1301000 	1272000 	1201000 	1195000 	1124000 	1189000 	1229000 	1104000 	1418000 	1189000 
NR,N_GE4,DOM,Y_GE15,FR	18898499 	21431436 	22276568 	22136458 	22518479 	22874230 	22940000 	22859280 	23516663 	23474576 	23584284 	23493485 	23677776 	20179000 	20663000 	: 	20228000 	19841000 	20370000 	20539000 	20964000 	: 	: 	: 
NR,N_GE4,DOM,Y_GE15,HR	779256 	821086 	759048 b	810696 	681303 	784589 	769705 	1026570 	917467 	879407 	799891 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOM,Y_GE15,HU	: 	1581455 	1583337 	1645689 	1643169 	1618780 b	1478035 	2598942 	2606629 	2966006 	1762227 	2237360 	2869751 	2805781 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOM,Y_GE15,IE	323379 	296352 	323668 	324152 	322834 	305569 	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	507000 	661000 	1031000 	: 	: 	: 	: 
NR,N_GE4,DOM,Y_GE15,IT	11338534 	11239070 	12319417 	11240517 b	12366286 	14273080 	14465953 	15597655 	15834297 	15365993 	18142338 	18033568 	17806222 	17694691 	17856840 	17609661 	17268213 	16768892 	15509403 	15898104 	17448913 	: 	: 	: 
NR,N_GE4,DOM,Y_GE15,LT	123818 	132106 	153984 	152638 	137738 	122955 	251743 	251076 	276839 	230865 	146608 	159382 	138955 	345475 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOM,Y_GE15,LU	: 	: c	: c	3645 	954 	1822 	132 	690 	: u	: u	: u	1000 	1000 	1000 	1000 	2000 	1000 	1000 	3000 	1000 	2000 	: 	: 	: 
NR,N_GE4,DOM,Y_GE15,LV	112081 	110971 	100606 	88888 	119488 	107228 	121366 	190596 	198141 	199911 	200358 	225088 	262929 	281967 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOM,Y_GE15,ME	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOM,Y_GE15,MT	23489 	19939 	19305 	25939 	20605 	26294 b	21124 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOM,Y_GE15,NL	2117276 	2337972 	2283531 	2330609 	2379411 	2470035 b	1757000 	1861000 	1917000 	1787000 	1901000 	2054000 	1920000 	2066000 	1982000 	1910000 	2226000 	2247000 	2287000 	2316000 	: 	: 	: 	: 
NR,N_GE4,DOM,Y_GE15,NO	618220 	556707 	: 	: 	501100 	: 	588391 	722415 	722415 	626155 	633314 	834690 	709673 	767460 	889273 	758912 	889170 	925086 	940264 	: 	: 	: 	: 	: 
NR,N_GE4,DOM,Y_GE15,PL	8750326 	8507031 	8050355 	7217153 	8130000 	7360000 	6651000 e	7001000 	7819000 	7518000 	7227000 	7367000 	7900000 	7734000 e	8750000 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOM,Y_GE15,PT	1773317 	1801265 	1728860 	1621955 	1775641 	1428380 	1504967 	1482870 	1716348 	1118723 	1230066 	1747201 	1763737 	1877311 	1956013 	2184769 	2257052 	2022280 	2060376 	: 	: 	: 	: 	: 
NR,N_GE4,DOM,Y_GE15,RO	1425535 	1362303 	1514890 	1497020 	1569449 	1648173 	: u	: u	: u	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOM,Y_GE15,SE	948704 	878661 	824698 	864800 	: 	2988546 	3014202 	3064598 	2859122 	2816807 	2797047 	2852621 	: 	: 	: 	: 	: 	: 	: 	: 	4018000 	: 	: 	: 
NR,N_GE4,DOM,Y_GE15,SI	120977 	148081 	136681 	144768 e	137652 e	151800 	171000 	194000 	221000 	201793 	218417 	210351 	206615 	206374 	225936 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOM,Y_GE15,SK	760545 	799001 	703873 	638799 	686371 b	628108 	737767 	743930 	880795 	850576 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOM,Y_GE15,UK	: 	8469680 	8452800 	8345600 	9737400 	10832000 	11088000 	10856000 	10960000 	10031000 	9578000 	10703000 	10231000 	7680000 	8670000 	9220000 	9401000 	9926000 	12280000 	15810000 	16860000 	16210000 	: 	: 
NR,N_GE4,DOM,Y_GE65,AT	147664 	147058 	154793 	135916 	125125 	123431 	147970 	142517 	158515 	166757 	144014 	201994 	151726 	: 	: 	141064 	148493 	138940 	138483 	130700 	: 	: 	: 	: 
NR,N_GE4,DOM,Y_GE65,BE	67094 b	78126 u	: c	23905 	48915 	58918 	49783 	69390 	73871 	84221 	47420 	66616 	86102 	56375 	69932 	66607 	52649 	: 	63895 	49843 	: 	118157 	: 	: 
NR,N_GE4,DOM,Y_GE65,BG	84622 	56391 	75988 	59048 	35089 	48020 b	54844 e	61077 e	76440 e	62339 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOM,Y_GE65,CH	: 	155730 u	127539 u	154949 u	123114 u	143633 u	181867 	181793 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOM,Y_GE65,CY	15772 e	14415 e	15681 e	9216 e	5275 e	10797 e	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOM,Y_GE65,CZ	541113 	496143 	450428 	582334 	399930 	440066 	393285 	365204 	354780 e	253910 e	274222 	259681 	258921 	260970 	189838 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOM,Y_GE65,DE	2603627 	2637051 	2948464 	2833926 	2902551 	2836631 	3873328 	3749147 	4000114 e	4276783 	3776486 	3472425 	4245232 	2502000 	3072000 	3311000 	3528000 	3734000 	: u	: u	: u	: 	: 	: 
NR,N_GE4,DOM,Y_GE65,DK	: 	163042 	239462 	201396 	187762 	132667 	116854 	119631 	76563 	109545 	57010 	57010 	79389 	56813 	135700 	95600 	88200 	73400 	74700 	97600 	111000 	86000 	: 	: 
NR,N_GE4,DOM,Y_GE65,EE	: c	: c	13162 	19204 	19882 	9377 b	: u	: u	: u	: u	: u	: u	: u	: u	19043 e	: u	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOM,Y_GE65,EL	445577 	386879 	396553 	406708 	354946 	359462 	429318 	448641 	558874 	531707 	491196 	492343 	567144 	398543 	601235 	522476 	584445 	591714 	586344 	: 	691506 	: 	298230 	298230 
NR,N_GE4,DOM,Y_GE65,ES	2340862 	2312893 	2229258 b	2265532 	2251361 	2066253 	2183664 	1994230 	2254009 	2251875 	2262454 	2263870 	1867485 	1471696 	1887191 	1993054 	1839055 	2167727 	2167727 	: 	: 	: 	: 	: 
NR,N_GE4,DOM,Y_GE65,FI	252512 	269646 	297709 	257779 	279851 	265331 b	183000 	122000 	155000 	142000 	150000 	121000 	118000 	119000 	107000 	112000 	117000 	116000 	69000 	125000 	117000 	102000 	: 	125000 
NR,N_GE4,DOM,Y_GE65,FR	4184642 	4755529 	4701188 	4360302 	4557154 	4567401 	4432828 	4355178 	4404979 	4321044 	4640474 	4559782 	4493552 	3699000 	3827000 	: 	3750000 	3703000 	3830000 	3677000 	3644000 	: 	: 	: 
NR,N_GE4,DOM,Y_GE65,HR	80689 	78927 	83240 b	127486 	77964 	86628 	68858 	114249 	79020 	63683 	69220 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOM,Y_GE65,HU	: 	341051 	311121 	312799 	306271 	316642 b	218411 	505311 	433228 	528446 	255286 	310302 	417105 	243317 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOM,Y_GE65,IE	48149 	56018 	44315 	43019 	50939 	43998 	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOM,Y_GE65,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6983 	: 	: 
NR,N_GE4,DOM,Y_GE65,IT	1968195 	2111747 	2293534 	2208004 b	1728445 	1896091 	2698984 	2661661 	2665522 	2477434 	2986481 	2701623 	2560314 	2725841 	2581941 	2532211 	2371447 	2295507 	2224691 	2212164 	2399513 	: 	: 	: 
NR,N_GE4,DOM,Y_GE65,LT	17491 	17656 	25670 	26038 	25053 	22761 	20244 	14617 	13968 	42463 	26924 	32870 	17299 	20367 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOM,Y_GE65,LU	: 	0 u	: c	0 u	0 u	665 	0 	0 	: u	: u	: u	: 	0 	: 	: 	1000 	: 	: 	1000 	1000 	: 	: 	: 	: 
NR,N_GE4,DOM,Y_GE65,LV	21270 	13204 	24741 	21502 	14281 	27984 	24621 	25707 	35182 	33985 	34554 	20215 	28754 	21344 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOM,Y_GE65,ME	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOM,Y_GE65,MT	: c	: c	2381 	4458 	2483 	1094 b	1351 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOM,Y_GE65,NL	557042 	551667 	582601 	545729 	518949 	504454 b	482000 	477000 	444000 	365000 	390000 	443000 	346000 	368000 	399000 	347000 	392000 	: 	366000 	324000 	: 	: 	: 	: 
NR,N_GE4,DOM,Y_GE65,NO	109238 	90246 	: 	: 	102910 	: 	90932 	106308 	106308 	90167 	83553 	99466 	84045 	97954 	139469 	124232 	146908 	139551 	115178 	: 	: 	: 	: 	: 
NR,N_GE4,DOM,Y_GE65,PL	1091090 	1113311 	1056757 	975664 	490000 	520000 	620000 e	652000 	782000 	775000 	648000 	778000 	747000 	810000 e	880000 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOM,Y_GE65,PT	377389 	366499 	341650 	335920 	340209 	250191 	304793 	260383 	261193 	180669 	213983 	234378 	250402 	260902 	284074 	346472 	306153 	243906 	272696 	: 	: 	: 	: 	: 
NR,N_GE4,DOM,Y_GE65,RO	154698 	154465 	180772 	164948 	141391 	169412 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOM,Y_GE65,SE	238079 	226669 	176321 	228040 	: 	717178 	703879 	717664 	725061 	653438 	638777 	597204 	: 	: 	: 	: 	: 	: 	: 	: 	259000 	: 	: 	: 
NR,N_GE4,DOM,Y_GE65,SI	36887 	49516 	37039 	37044 e	31773 e	32974 	41000 	41000 	46000 	48882 	35536 	49774 	54049 	40579 	43706 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOM,Y_GE65,SK	106560 	124237 	76346 	102218 	80643 b	92724 	106016 	72589 	109107 	101223 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOM,Y_GE65,UK	: 	2383340 	3044500 	1335300 	2329800 	2386000 	2161000 	3120000 	3111000 	2571000 	2131000 	2877000 	2630000 	1440000 	2020000 	3120000 	2110000 	2480000 	2980000 	3430000 	3350000 	3410000 	: 	: 
NR,N_GE4,DOM,Y_LT15,CH	: 	87560 u	74754 u	139611 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOM,Y_LT15,ES	: 	: 	: b	2512388 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOM,Y_LT15,FR	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOM,Y_LT15,HR	: 	: 	: b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOM,Y_LT15,HU	: 	374665 	401096 	370743 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOM,Y_LT15,IT	2466060 	2831639 	2944788 	2494392 b	3636404 	4261363 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOM,Y_LT15,NL	607414 	667467 	655411 	712232 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOM,Y_LT15,PT	457895 	473496 	462006 	423019 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOT,Y15-24,AT	353610 	356999 	327144 	274382 	362187 	374138 	362356 	305671 	326946 	345861 	291814 	328650 	243506 	: 	: 	68208 	67892 	74620 	68807 	45200 	: 	: 	: 	: 
NR,N_GE4,DOT,Y15-24,BE	315436 b	196903 	178493 	93902 	126016 	62379 	47057 	35128 	42442 	55906 	98556 	76934 	132886 	88813 	82317 	78198 	72646 	: 	94756 	91767 	: 	42237 	: 	: 
NR,N_GE4,DOT,Y15-24,BG	11209 	5703 	16410 	8758 	5465 	2268 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOT,Y15-24,CH	: 	195126 u	176111 u	230794 u	202127 u	142474 u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOT,Y15-24,CY	38187 e	41397 e	35010 e	37546 e	6907 e	17595 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOT,Y15-24,CZ	286659 	221208 	233044 	230881 	255090 	242664 e	240342 	133456 	269221 e	225099 e	295900 	280210 	235790 	249969 	236530 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOT,Y15-24,DE	1716445 u	1520876 u	1658467 	1498095 	1470358 	2028009 	1327368 	979636 	352974 e	664633 	479201 	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: 	: 
NR,N_GE4,DOT,Y15-24,DK	: 	184598 	126490 	131021 	102024 	91543 	80156 	31802 	62413 	51680 	42451 	42451 	90071 	51493 	55900 	68600 	79000 	79500 	71700 	85600 	85000 	99600 	: 	: 
NR,N_GE4,DOT,Y15-24,EE	: c	: c	13762 u	20630 	17765 u	22508 b	: 	: 	: u	: u	23663 e	: u	: 	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOT,Y15-24,EL	27065 u	: c	25836 	24362 	19380 	13951 	12700 	11317 	6207 	5193 	14788 	5646 	8864 	4134 	1786 	9790 	18327 	21718 	587 	: 	5105 	: 	10871 	10871 
NR,N_GE4,DOT,Y15-24,ES	797844 	703956 	620175 b	168898 	204127 	227446 	246183 	257152 	288739 	263473 	242356 	241928 	227366 	88406 	139963 	115529 	134071 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOT,Y15-24,FI	161857 	144671 u	160923 	153193 	173676 	182194 b	103000 	94000 	115000 	120000 	112000 	131000 	89000 	116000 	80000 	88000 	98000 	92000 	96000 	101000 	124000 	60000 	: 	101000 
NR,N_GE4,DOT,Y15-24,FR	1066444 	830177 	660516 	1012070 	841270 	676967 	898331 	749022 	815580 	778254 	592486 	670472 	786422 	749000 	649000 	: 	630000 	730000 	571000 	673000 	578000 	: 	: 	: 
NR,N_GE4,DOT,Y15-24,HR	52173 	: c	40841 b	34126 	46504 	67513 	36285 	61384 	76394 	53729 	62715 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOT,Y15-24,HU	: 	64495 	56237 	80599 	67769 	67088 b	77098 	60744 	72977 	72834 	103453 	15375 	35065 	49306 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOT,Y15-24,IE	151416 	128258 	128685 	106968 	111745 	125920 	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOT,Y15-24,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6921 	: 	: 
NR,N_GE4,DOT,Y15-24,IT	440995 	547832 	339568 u	267626 b	285830 	206361 	603755 	667292 	636970 	517042 	436458 	452086 	461866 	452321 	472346 	466773 	464965 	460478 	428699 	519396 	434310 	: 	: 	: 
NR,N_GE4,DOT,Y15-24,LT	4642 u	4307 u	5757 u	5614 	6315 u	2248 u	: u	: u	: u	: u	2618 	1145 	2705 	1805 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOT,Y15-24,LU	: 	: c	: c	2094 	2234 	3127 	264 	1407 	: u	: u	: u	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOT,Y15-24,LV	10634 	15318 	13301 	10240 	12184 	14987 	16216 	1035 	1890 	205 	1919 	2193 	1512 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOT,Y15-24,ME	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOT,Y15-24,MT	5466 	5129 	4143 	4485 	4005 	2257 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOT,Y15-24,NL	280127 	230563 	300325 	263793 	307840 	320577 b	567000 	550000 	548000 	567000 	569000 	536000 	455000 	482000 	534000 	485000 	172000 	: 	136000 	170000 	: 	: 	: 	: 
NR,N_GE4,DOT,Y15-24,NO	200627 	151450 	: 	: 	226110 	: 	168834 	121831 	121831 	228607 	111825 	128216 	113170 	115317 	91775 	104666 	82730 	115266 	129562 	: 	: 	: 	: 	: 
